"row_number","Host","Parasitoid","Temp","Rep","Individuals","HPD","Vial"
6713,"BIP","D",28,7,13,"P",422
6714,"BIP","D",28,7,14,"P",422
6715,"BIP","D",28,7,15,"P",422
6716,"BIP","D",28,7,16,"P",422
6717,"BIP","D",28,7,17,"P",422
6718,"BIP","D",28,7,18,"P",422
6719,"BIP","D",28,7,19,"P",422
6720,"BIP","D",28,7,20,"P",422
6721,"BIP","D",28,7,21,"D",422
6722,"BIP","D",28,7,22,"D",422
6723,"BIP","D",28,7,23,"D",422
6724,"BIP","D",28,7,24,"D",422
6725,"BIP","D",28,7,25,"D",422
6726,"BIP","D",28,7,26,"D",422
6727,"BIP","D",28,7,27,"D",422
6728,"BIP","D",28,7,28,"D",422
6729,"BIP","D",28,7,29,"D",422
6730,"BIP","D",28,7,30,"D",422
6731,"BIP","D",28,7,31,"D",422
6732,"BIP","D",28,7,32,"D",422
6733,"BIP","D",28,7,33,"D",422
6734,"BIP","D",28,7,34,"D",422
6735,"BIP","D",28,7,35,"D",422
6736,"BIP","D",28,7,36,"D",422
6737,"BIP","D",28,7,37,"D",422
6738,"BIP","D",28,7,38,"D",422
6739,"BIP","D",28,7,39,"D",422
6740,"BIP","D",28,7,40,"D",422
6741,"BIP","D",28,7,41,"D",422
6742,"BIP","D",28,7,42,"D",422
6743,"BIP","D",28,7,43,"D",422
6744,"BIP","D",28,7,44,"D",422
6745,"BIP","D",28,7,45,"D",422
6746,"BIP","D",28,7,46,"D",422
6747,"BIP","D",28,7,47,"D",422
6748,"BIP","D",28,7,48,"D",422
6749,"BIP","D",28,7,49,"D",422
6750,"BIP","D",28,7,50,"D",422
6751,"BIP","D",28,8,1,"H",425
6752,"BIP","D",28,8,2,"P",425
6753,"BIP","D",28,8,3,"P",425
6754,"BIP","D",28,8,4,"P",425
6755,"BIP","D",28,8,5,"P",425
6756,"BIP","D",28,8,6,"P",425
6757,"BIP","D",28,8,7,"P",425
6758,"BIP","D",28,8,8,"P",425
6759,"BIP","D",28,8,9,"P",425
6760,"BIP","D",28,8,10,"P",425
6761,"BIP","D",28,8,11,"P",425
6762,"BIP","D",28,8,12,"P",425
6763,"BIP","D",28,8,13,"P",425
6764,"BIP","D",28,8,14,"P",425
6765,"BIP","D",28,8,15,"D",425
6766,"BIP","D",28,8,16,"D",425
6767,"BIP","D",28,8,17,"D",425
6768,"BIP","D",28,8,18,"D",425
6769,"BIP","D",28,8,19,"D",425
6770,"BIP","D",28,8,20,"D",425
6771,"BIP","D",28,8,21,"D",425
6772,"BIP","D",28,8,22,"D",425
6773,"BIP","D",28,8,23,"D",425
6774,"BIP","D",28,8,24,"D",425
6775,"BIP","D",28,8,25,"D",425
6776,"BIP","D",28,8,26,"D",425
6777,"BIP","D",28,8,27,"D",425
6778,"BIP","D",28,8,28,"D",425
6779,"BIP","D",28,8,29,"D",425
6780,"BIP","D",28,8,30,"D",425
6781,"BIP","D",28,8,31,"D",425
6782,"BIP","D",28,8,32,"D",425
6783,"BIP","D",28,8,33,"D",425
6784,"BIP","D",28,8,34,"D",425
6785,"BIP","D",28,8,35,"D",425
6786,"BIP","D",28,8,36,"D",425
6787,"BIP","D",28,8,37,"D",425
6788,"BIP","D",28,8,38,"D",425
6789,"BIP","D",28,8,39,"D",425
6790,"BIP","D",28,8,40,"D",425
6791,"BIP","D",28,8,41,"D",425
6792,"BIP","D",28,8,42,"D",425
6793,"BIP","D",28,8,43,"D",425
6794,"BIP","D",28,8,44,"D",425
6795,"BIP","D",28,8,45,"D",425
6796,"BIP","D",28,8,46,"D",425
6797,"BIP","D",28,8,47,"D",425
6798,"BIP","D",28,8,48,"D",425
6799,"BIP","D",28,8,49,"D",425
6800,"BIP","D",28,8,50,"D",425
6801,"BIP","D",28,9,1,"H",428
6802,"BIP","D",28,9,2,"H",428
6803,"BIP","D",28,9,3,"H",428
6804,"BIP","D",28,9,4,"H",428
6805,"BIP","D",28,9,5,"H",428
6806,"BIP","D",28,9,6,"P",428
6807,"BIP","D",28,9,7,"P",428
6808,"BIP","D",28,9,8,"P",428
6809,"BIP","D",28,9,9,"P",428
6810,"BIP","D",28,9,10,"P",428
6811,"BIP","D",28,9,11,"P",428
6812,"BIP","D",28,9,12,"P",428
6813,"BIP","D",28,9,13,"P",428
6814,"BIP","D",28,9,14,"P",428
6815,"BIP","D",28,9,15,"P",428
6816,"BIP","D",28,9,16,"P",428
6817,"BIP","D",28,9,17,"P",428
6818,"BIP","D",28,9,18,"P",428
6819,"BIP","D",28,9,19,"P",428
6820,"BIP","D",28,9,20,"D",428
6821,"BIP","D",28,9,21,"D",428
6822,"BIP","D",28,9,22,"D",428
6823,"BIP","D",28,9,23,"D",428
6824,"BIP","D",28,9,24,"D",428
6825,"BIP","D",28,9,25,"D",428
6826,"BIP","D",28,9,26,"D",428
6827,"BIP","D",28,9,27,"D",428
6828,"BIP","D",28,9,28,"D",428
6829,"BIP","D",28,9,29,"D",428
6830,"BIP","D",28,9,30,"D",428
6831,"BIP","D",28,9,31,"D",428
6832,"BIP","D",28,9,32,"D",428
6833,"BIP","D",28,9,33,"D",428
6834,"BIP","D",28,9,34,"D",428
6835,"BIP","D",28,9,35,"D",428
6836,"BIP","D",28,9,36,"D",428
6837,"BIP","D",28,9,37,"D",428
6838,"BIP","D",28,9,38,"D",428
6839,"BIP","D",28,9,39,"D",428
6840,"BIP","D",28,9,40,"D",428
6841,"BIP","D",28,9,41,"D",428
6842,"BIP","D",28,9,42,"D",428
6843,"BIP","D",28,9,43,"D",428
6844,"BIP","D",28,9,44,"D",428
6845,"BIP","D",28,9,45,"D",428
6846,"BIP","D",28,9,46,"D",428
6847,"BIP","D",28,9,47,"D",428
6848,"BIP","D",28,9,48,"D",428
6849,"BIP","D",28,9,49,"D",428
6850,"BIP","D",28,9,50,"D",428
6851,"BIP","D",28,10,1,"P",410
6852,"BIP","D",28,10,2,"P",410
6853,"BIP","D",28,10,3,"P",410
6854,"BIP","D",28,10,4,"P",410
6855,"BIP","D",28,10,5,"P",410
6856,"BIP","D",28,10,6,"P",410
6857,"BIP","D",28,10,7,"P",410
6858,"BIP","D",28,10,8,"P",410
6859,"BIP","D",28,10,9,"P",410
6860,"BIP","D",28,10,10,"P",410
6861,"BIP","D",28,10,11,"P",410
6862,"BIP","D",28,10,12,"P",410
6863,"BIP","D",28,10,13,"P",410
6864,"BIP","D",28,10,14,"P",410
6865,"BIP","D",28,10,15,"P",410
6866,"BIP","D",28,10,16,"P",410
6867,"BIP","D",28,10,17,"P",410
6868,"BIP","D",28,10,18,"P",410
6869,"BIP","D",28,10,19,"P",410
6870,"BIP","D",28,10,20,"P",410
6871,"BIP","D",28,10,21,"P",410
6872,"BIP","D",28,10,22,"D",410
6873,"BIP","D",28,10,23,"D",410
6874,"BIP","D",28,10,24,"D",410
6875,"BIP","D",28,10,25,"D",410
6876,"BIP","D",28,10,26,"D",410
6877,"BIP","D",28,10,27,"D",410
6878,"BIP","D",28,10,28,"D",410
6879,"BIP","D",28,10,29,"D",410
6880,"BIP","D",28,10,30,"D",410
6881,"BIP","D",28,10,31,"D",410
6882,"BIP","D",28,10,32,"D",410
6883,"BIP","D",28,10,33,"D",410
6884,"BIP","D",28,10,34,"D",410
6885,"BIP","D",28,10,35,"D",410
6886,"BIP","D",28,10,36,"D",410
6887,"BIP","D",28,10,37,"D",410
6888,"BIP","D",28,10,38,"D",410
6889,"BIP","D",28,10,39,"D",410
6890,"BIP","D",28,10,40,"D",410
6891,"BIP","D",28,10,41,"D",410
6892,"BIP","D",28,10,42,"D",410
6893,"BIP","D",28,10,43,"D",410
6894,"BIP","D",28,10,44,"D",410
6895,"BIP","D",28,10,45,"D",410
6896,"BIP","D",28,10,46,"D",410
6897,"BIP","D",28,10,47,"D",410
6898,"BIP","D",28,10,48,"D",410
6899,"BIP","D",28,10,49,"D",410
6900,"BIP","D",28,10,50,"D",410
6901,"BIR","A",20,1,1,"H",30
6902,"BIR","A",20,1,2,"H",30
6903,"BIR","A",20,1,3,"H",30
6904,"BIR","A",20,1,4,"P",30
6905,"BIR","A",20,1,5,"P",30
6906,"BIR","A",20,1,6,"P",30
6907,"BIR","A",20,1,7,"P",30
6908,"BIR","A",20,1,8,"P",30
6909,"BIR","A",20,1,9,"P",30
6910,"BIR","A",20,1,10,"P",30
6911,"BIR","A",20,1,11,"P",30
6912,"BIR","A",20,1,12,"P",30
6913,"BIR","A",20,1,13,"P",30
6914,"BIR","A",20,1,14,"P",30
6915,"BIR","A",20,1,15,"P",30
6916,"BIR","A",20,1,16,"P",30
6917,"BIR","A",20,1,17,"P",30
6918,"BIR","A",20,1,18,"D",30
6919,"BIR","A",20,1,19,"D",30
6920,"BIR","A",20,1,20,"D",30
6921,"BIR","A",20,1,21,"D",30
6922,"BIR","A",20,1,22,"D",30
6923,"BIR","A",20,1,23,"D",30
6924,"BIR","A",20,1,24,"D",30
6925,"BIR","A",20,1,25,"D",30
6926,"BIR","A",20,1,26,"D",30
6927,"BIR","A",20,1,27,"D",30
6928,"BIR","A",20,1,28,"D",30
6929,"BIR","A",20,1,29,"D",30
6930,"BIR","A",20,1,30,"D",30
6931,"BIR","A",20,1,31,"D",30
6932,"BIR","A",20,1,32,"D",30
6933,"BIR","A",20,1,33,"D",30
6934,"BIR","A",20,1,34,"D",30
6935,"BIR","A",20,1,35,"D",30
6936,"BIR","A",20,1,36,"D",30
6937,"BIR","A",20,1,37,"D",30
6938,"BIR","A",20,1,38,"D",30
6939,"BIR","A",20,1,39,"D",30
6940,"BIR","A",20,1,40,"D",30
6941,"BIR","A",20,1,41,"D",30
6942,"BIR","A",20,1,42,"D",30
6943,"BIR","A",20,1,43,"D",30
6944,"BIR","A",20,1,44,"D",30
6945,"BIR","A",20,1,45,"D",30
6946,"BIR","A",20,1,46,"D",30
6947,"BIR","A",20,1,47,"D",30
6948,"BIR","A",20,1,48,"D",30
6949,"BIR","A",20,1,49,"D",30
6950,"BIR","A",20,1,50,"D",30
6951,"BIR","A",20,2,1,"P",31
6952,"BIR","A",20,2,2,"P",31
6953,"BIR","A",20,2,3,"D",31
6954,"BIR","A",20,2,4,"D",31
6955,"BIR","A",20,2,5,"D",31
6956,"BIR","A",20,2,6,"D",31
6957,"BIR","A",20,2,7,"D",31
6958,"BIR","A",20,2,8,"D",31
6959,"BIR","A",20,2,9,"D",31
6960,"BIR","A",20,2,10,"D",31
6961,"BIR","A",20,2,11,"D",31
6962,"BIR","A",20,2,12,"D",31
6963,"BIR","A",20,2,13,"D",31
6964,"BIR","A",20,2,14,"D",31
6965,"BIR","A",20,2,15,"D",31
6966,"BIR","A",20,2,16,"D",31
6967,"BIR","A",20,2,17,"D",31
6968,"BIR","A",20,2,18,"D",31
6969,"BIR","A",20,2,19,"D",31
6970,"BIR","A",20,2,20,"D",31
6971,"BIR","A",20,2,21,"D",31
6972,"BIR","A",20,2,22,"D",31
6973,"BIR","A",20,2,23,"D",31
6974,"BIR","A",20,2,24,"D",31
6975,"BIR","A",20,2,25,"D",31
6976,"BIR","A",20,2,26,"D",31
6977,"BIR","A",20,2,27,"D",31
6978,"BIR","A",20,2,28,"D",31
6979,"BIR","A",20,2,29,"D",31
6980,"BIR","A",20,2,30,"D",31
6981,"BIR","A",20,2,31,"D",31
6982,"BIR","A",20,2,32,"D",31
6983,"BIR","A",20,2,33,"D",31
6984,"BIR","A",20,2,34,"D",31
6985,"BIR","A",20,2,35,"D",31
6986,"BIR","A",20,2,36,"D",31
6987,"BIR","A",20,2,37,"D",31
6988,"BIR","A",20,2,38,"D",31
6989,"BIR","A",20,2,39,"D",31
6990,"BIR","A",20,2,40,"D",31
6991,"BIR","A",20,2,41,"D",31
6992,"BIR","A",20,2,42,"D",31
6993,"BIR","A",20,2,43,"D",31
6994,"BIR","A",20,2,44,"D",31
6995,"BIR","A",20,2,45,"D",31
6996,"BIR","A",20,2,46,"D",31
6997,"BIR","A",20,2,47,"D",31
6998,"BIR","A",20,2,48,"D",31
6999,"BIR","A",20,2,49,"D",31
7000,"BIR","A",20,2,50,"D",31
7001,"BIR","A",20,3,1,"H",34
7002,"BIR","A",20,3,2,"H",34
7003,"BIR","A",20,3,3,"H",34
7004,"BIR","A",20,3,4,"H",34
7005,"BIR","A",20,3,5,"H",34
7006,"BIR","A",20,3,6,"P",34
7007,"BIR","A",20,3,7,"D",34
7008,"BIR","A",20,3,8,"D",34
7009,"BIR","A",20,3,9,"D",34
7010,"BIR","A",20,3,10,"D",34
7011,"BIR","A",20,3,11,"D",34
7012,"BIR","A",20,3,12,"D",34
7013,"BIR","A",20,3,13,"D",34
7014,"BIR","A",20,3,14,"D",34
7015,"BIR","A",20,3,15,"D",34
7016,"BIR","A",20,3,16,"D",34
7017,"BIR","A",20,3,17,"D",34
7018,"BIR","A",20,3,18,"D",34
7019,"BIR","A",20,3,19,"D",34
7020,"BIR","A",20,3,20,"D",34
7021,"BIR","A",20,3,21,"D",34
7022,"BIR","A",20,3,22,"D",34
7023,"BIR","A",20,3,23,"D",34
7024,"BIR","A",20,3,24,"D",34
7025,"BIR","A",20,3,25,"D",34
7026,"BIR","A",20,3,26,"D",34
7027,"BIR","A",20,3,27,"D",34
7028,"BIR","A",20,3,28,"D",34
7029,"BIR","A",20,3,29,"D",34
7030,"BIR","A",20,3,30,"D",34
7031,"BIR","A",20,3,31,"D",34
7032,"BIR","A",20,3,32,"D",34
7033,"BIR","A",20,3,33,"D",34
7034,"BIR","A",20,3,34,"D",34
7035,"BIR","A",20,3,35,"D",34
7036,"BIR","A",20,3,36,"D",34
7037,"BIR","A",20,3,37,"D",34
7038,"BIR","A",20,3,38,"D",34
7039,"BIR","A",20,3,39,"D",34
7040,"BIR","A",20,3,40,"D",34
7041,"BIR","A",20,3,41,"D",34
7042,"BIR","A",20,3,42,"D",34
7043,"BIR","A",20,3,43,"D",34
7044,"BIR","A",20,3,44,"D",34
7045,"BIR","A",20,3,45,"D",34
7046,"BIR","A",20,3,46,"D",34
7047,"BIR","A",20,3,47,"D",34
7048,"BIR","A",20,3,48,"D",34
7049,"BIR","A",20,3,49,"D",34
7050,"BIR","A",20,3,50,"D",34
7051,"BIR","A",20,4,1,"H",37
7052,"BIR","A",20,4,2,"P",37
7053,"BIR","A",20,4,3,"P",37
7054,"BIR","A",20,4,4,"P",37
7055,"BIR","A",20,4,5,"P",37
7056,"BIR","A",20,4,6,"P",37
7057,"BIR","A",20,4,7,"D",37
7058,"BIR","A",20,4,8,"D",37
7059,"BIR","A",20,4,9,"D",37
7060,"BIR","A",20,4,10,"D",37
7061,"BIR","A",20,4,11,"D",37
7062,"BIR","A",20,4,12,"D",37
7063,"BIR","A",20,4,13,"D",37
7064,"BIR","A",20,4,14,"D",37
7065,"BIR","A",20,4,15,"D",37
7066,"BIR","A",20,4,16,"D",37
7067,"BIR","A",20,4,17,"D",37
7068,"BIR","A",20,4,18,"D",37
7069,"BIR","A",20,4,19,"D",37
7070,"BIR","A",20,4,20,"D",37
7071,"BIR","A",20,4,21,"D",37
7072,"BIR","A",20,4,22,"D",37
7073,"BIR","A",20,4,23,"D",37
7074,"BIR","A",20,4,24,"D",37
7075,"BIR","A",20,4,25,"D",37
7076,"BIR","A",20,4,26,"D",37
7077,"BIR","A",20,4,27,"D",37
7078,"BIR","A",20,4,28,"D",37
7079,"BIR","A",20,4,29,"D",37
7080,"BIR","A",20,4,30,"D",37
7081,"BIR","A",20,4,31,"D",37
7082,"BIR","A",20,4,32,"D",37
7083,"BIR","A",20,4,33,"D",37
7084,"BIR","A",20,4,34,"D",37
7085,"BIR","A",20,4,35,"D",37
7086,"BIR","A",20,4,36,"D",37
7087,"BIR","A",20,4,37,"D",37
7088,"BIR","A",20,4,38,"D",37
7089,"BIR","A",20,4,39,"D",37
7090,"BIR","A",20,4,40,"D",37
7091,"BIR","A",20,4,41,"D",37
7092,"BIR","A",20,4,42,"D",37
7093,"BIR","A",20,4,43,"D",37
7094,"BIR","A",20,4,44,"D",37
7095,"BIR","A",20,4,45,"D",37
7096,"BIR","A",20,4,46,"D",37
7097,"BIR","A",20,4,47,"D",37
7098,"BIR","A",20,4,48,"D",37
7099,"BIR","A",20,4,49,"D",37
7100,"BIR","A",20,4,50,"D",37
7101,"BIR","A",20,5,1,"H",40
7102,"BIR","A",20,5,2,"H",40
7103,"BIR","A",20,5,3,"P",40
7104,"BIR","A",20,5,4,"P",40
7105,"BIR","A",20,5,5,"P",40
7106,"BIR","A",20,5,6,"P",40
7107,"BIR","A",20,5,7,"P",40
7108,"BIR","A",20,5,8,"P",40
7109,"BIR","A",20,5,9,"P",40
7110,"BIR","A",20,5,10,"P",40
7111,"BIR","A",20,5,11,"P",40
7112,"BIR","A",20,5,12,"P",40
7113,"BIR","A",20,5,13,"P",40
7114,"BIR","A",20,5,14,"P",40
7115,"BIR","A",20,5,15,"P",40
7116,"BIR","A",20,5,16,"P",40
7117,"BIR","A",20,5,17,"P",40
7118,"BIR","A",20,5,18,"P",40
7119,"BIR","A",20,5,19,"P",40
7120,"BIR","A",20,5,20,"P",40
7121,"BIR","A",20,5,21,"P",40
7122,"BIR","A",20,5,22,"P",40
7123,"BIR","A",20,5,23,"P",40
7124,"BIR","A",20,5,24,"P",40
7125,"BIR","A",20,5,25,"P",40
7126,"BIR","A",20,5,26,"D",40
7127,"BIR","A",20,5,27,"D",40
7128,"BIR","A",20,5,28,"D",40
7129,"BIR","A",20,5,29,"D",40
7130,"BIR","A",20,5,30,"D",40
7131,"BIR","A",20,5,31,"D",40
7132,"BIR","A",20,5,32,"D",40
7133,"BIR","A",20,5,33,"D",40
7134,"BIR","A",20,5,34,"D",40
7135,"BIR","A",20,5,35,"D",40
7136,"BIR","A",20,5,36,"D",40
7137,"BIR","A",20,5,37,"D",40
7138,"BIR","A",20,5,38,"D",40
7139,"BIR","A",20,5,39,"D",40
7140,"BIR","A",20,5,40,"D",40
7141,"BIR","A",20,5,41,"D",40
7142,"BIR","A",20,5,42,"D",40
7143,"BIR","A",20,5,43,"D",40
7144,"BIR","A",20,5,44,"D",40
7145,"BIR","A",20,5,45,"D",40
7146,"BIR","A",20,5,46,"D",40
7147,"BIR","A",20,5,47,"D",40
7148,"BIR","A",20,5,48,"D",40
7149,"BIR","A",20,5,49,"D",40
7150,"BIR","A",20,5,50,"D",40
7151,"BIR","A",20,6,1,"H",43
7152,"BIR","A",20,6,2,"H",43
7153,"BIR","A",20,6,3,"P",43
7154,"BIR","A",20,6,4,"P",43
7155,"BIR","A",20,6,5,"P",43
7156,"BIR","A",20,6,6,"P",43
7157,"BIR","A",20,6,7,"P",43
7158,"BIR","A",20,6,8,"P",43
7159,"BIR","A",20,6,9,"P",43
7160,"BIR","A",20,6,10,"P",43
7161,"BIR","A",20,6,11,"P",43
7162,"BIR","A",20,6,12,"P",43
7163,"BIR","A",20,6,13,"P",43
7164,"BIR","A",20,6,14,"P",43
7165,"BIR","A",20,6,15,"P",43
7166,"BIR","A",20,6,16,"P",43
7167,"BIR","A",20,6,17,"D",43
7168,"BIR","A",20,6,18,"D",43
7169,"BIR","A",20,6,19,"D",43
7170,"BIR","A",20,6,20,"D",43
7171,"BIR","A",20,6,21,"D",43
7172,"BIR","A",20,6,22,"D",43
7173,"BIR","A",20,6,23,"D",43
7174,"BIR","A",20,6,24,"D",43
7175,"BIR","A",20,6,25,"D",43
7176,"BIR","A",20,6,26,"D",43
7177,"BIR","A",20,6,27,"D",43
7178,"BIR","A",20,6,28,"D",43
7179,"BIR","A",20,6,29,"D",43
7180,"BIR","A",20,6,30,"D",43
7181,"BIR","A",20,6,31,"D",43
7182,"BIR","A",20,6,32,"D",43
7183,"BIR","A",20,6,33,"D",43
7184,"BIR","A",20,6,34,"D",43
7185,"BIR","A",20,6,35,"D",43
7186,"BIR","A",20,6,36,"D",43
7187,"BIR","A",20,6,37,"D",43
7188,"BIR","A",20,6,38,"D",43
7189,"BIR","A",20,6,39,"D",43
7190,"BIR","A",20,6,40,"D",43
7191,"BIR","A",20,6,41,"D",43
7192,"BIR","A",20,6,42,"D",43
7193,"BIR","A",20,6,43,"D",43
7194,"BIR","A",20,6,44,"D",43
7195,"BIR","A",20,6,45,"D",43
7196,"BIR","A",20,6,46,"D",43
7197,"BIR","A",20,6,47,"D",43
7198,"BIR","A",20,6,48,"D",43
7199,"BIR","A",20,6,49,"D",43
7200,"BIR","A",20,6,50,"D",43
7201,"BIR","A",20,7,1,"H",46
7202,"BIR","A",20,7,2,"H",46
7203,"BIR","A",20,7,3,"H",46
7204,"BIR","A",20,7,4,"H",46
7205,"BIR","A",20,7,5,"P",46
7206,"BIR","A",20,7,6,"P",46
7207,"BIR","A",20,7,7,"P",46
7208,"BIR","A",20,7,8,"D",46
7209,"BIR","A",20,7,9,"D",46
7210,"BIR","A",20,7,10,"D",46
7211,"BIR","A",20,7,11,"D",46
7212,"BIR","A",20,7,12,"D",46
7213,"BIR","A",20,7,13,"D",46
7214,"BIR","A",20,7,14,"D",46
7215,"BIR","A",20,7,15,"D",46
7216,"BIR","A",20,7,16,"D",46
7217,"BIR","A",20,7,17,"D",46
7218,"BIR","A",20,7,18,"D",46
7219,"BIR","A",20,7,19,"D",46
7220,"BIR","A",20,7,20,"D",46
7221,"BIR","A",20,7,21,"D",46
7222,"BIR","A",20,7,22,"D",46
7223,"BIR","A",20,7,23,"D",46
7224,"BIR","A",20,7,24,"D",46
7225,"BIR","A",20,7,25,"D",46
7226,"BIR","A",20,7,26,"D",46
7227,"BIR","A",20,7,27,"D",46
7228,"BIR","A",20,7,28,"D",46
7229,"BIR","A",20,7,29,"D",46
7230,"BIR","A",20,7,30,"D",46
7231,"BIR","A",20,7,31,"D",46
7232,"BIR","A",20,7,32,"D",46
7233,"BIR","A",20,7,33,"D",46
7234,"BIR","A",20,7,34,"D",46
7235,"BIR","A",20,7,35,"D",46
7236,"BIR","A",20,7,36,"D",46
7237,"BIR","A",20,7,37,"D",46
7238,"BIR","A",20,7,38,"D",46
7239,"BIR","A",20,7,39,"D",46
7240,"BIR","A",20,7,40,"D",46
7241,"BIR","A",20,7,41,"D",46
7242,"BIR","A",20,7,42,"D",46
7243,"BIR","A",20,7,43,"D",46
7244,"BIR","A",20,7,44,"D",46
7245,"BIR","A",20,7,45,"D",46
7246,"BIR","A",20,7,46,"D",46
7247,"BIR","A",20,7,47,"D",46
7248,"BIR","A",20,7,48,"D",46
7249,"BIR","A",20,7,49,"D",46
7250,"BIR","A",20,7,50,"D",46
7251,"BIR","A",20,8,1,"H",49
7252,"BIR","A",20,8,2,"P",49
7253,"BIR","A",20,8,3,"P",49
7254,"BIR","A",20,8,4,"P",49
7255,"BIR","A",20,8,5,"P",49
7256,"BIR","A",20,8,6,"P",49
7257,"BIR","A",20,8,7,"P",49
7258,"BIR","A",20,8,8,"P",49
7259,"BIR","A",20,8,9,"P",49
7260,"BIR","A",20,8,10,"P",49
7261,"BIR","A",20,8,11,"D",49
7262,"BIR","A",20,8,12,"D",49
7263,"BIR","A",20,8,13,"D",49
7264,"BIR","A",20,8,14,"D",49
7265,"BIR","A",20,8,15,"D",49
7266,"BIR","A",20,8,16,"D",49
7267,"BIR","A",20,8,17,"D",49
7268,"BIR","A",20,8,18,"D",49
7269,"BIR","A",20,8,19,"D",49
7270,"BIR","A",20,8,20,"D",49
7271,"BIR","A",20,8,21,"D",49
7272,"BIR","A",20,8,22,"D",49
7273,"BIR","A",20,8,23,"D",49
7274,"BIR","A",20,8,24,"D",49
7275,"BIR","A",20,8,25,"D",49
7276,"BIR","A",20,8,26,"D",49
7277,"BIR","A",20,8,27,"D",49
7278,"BIR","A",20,8,28,"D",49
7279,"BIR","A",20,8,29,"D",49
7280,"BIR","A",20,8,30,"D",49
7281,"BIR","A",20,8,31,"D",49
7282,"BIR","A",20,8,32,"D",49
7283,"BIR","A",20,8,33,"D",49
7284,"BIR","A",20,8,34,"D",49
7285,"BIR","A",20,8,35,"D",49
7286,"BIR","A",20,8,36,"D",49
7287,"BIR","A",20,8,37,"D",49
7288,"BIR","A",20,8,38,"D",49
7289,"BIR","A",20,8,39,"D",49
7290,"BIR","A",20,8,40,"D",49
7291,"BIR","A",20,8,41,"D",49
7292,"BIR","A",20,8,42,"D",49
7293,"BIR","A",20,8,43,"D",49
7294,"BIR","A",20,8,44,"D",49
7295,"BIR","A",20,8,45,"D",49
7296,"BIR","A",20,8,46,"D",49
7297,"BIR","A",20,8,47,"D",49
7298,"BIR","A",20,8,48,"D",49
7299,"BIR","A",20,8,49,"D",49
7300,"BIR","A",20,8,50,"D",49
7301,"BIR","A",20,9,1,"H",55
7302,"BIR","A",20,9,2,"H",55
7303,"BIR","A",20,9,3,"H",55
7304,"BIR","A",20,9,4,"H",55
7305,"BIR","A",20,9,5,"H",55
7306,"BIR","A",20,9,6,"H",55
7307,"BIR","A",20,9,7,"P",55
7308,"BIR","A",20,9,8,"P",55
7309,"BIR","A",20,9,9,"P",55
7310,"BIR","A",20,9,10,"P",55
7311,"BIR","A",20,9,11,"P",55
7312,"BIR","A",20,9,12,"P",55
7313,"BIR","A",20,9,13,"P",55
7314,"BIR","A",20,9,14,"P",55
7315,"BIR","A",20,9,15,"D",55
7316,"BIR","A",20,9,16,"D",55
7317,"BIR","A",20,9,17,"D",55
7318,"BIR","A",20,9,18,"D",55
7319,"BIR","A",20,9,19,"D",55
7320,"BIR","A",20,9,20,"D",55
7321,"BIR","A",20,9,21,"D",55
7322,"BIR","A",20,9,22,"D",55
7323,"BIR","A",20,9,23,"D",55
7324,"BIR","A",20,9,24,"D",55
7325,"BIR","A",20,9,25,"D",55
7326,"BIR","A",20,9,26,"D",55
7327,"BIR","A",20,9,27,"D",55
7328,"BIR","A",20,9,28,"D",55
7329,"BIR","A",20,9,29,"D",55
7330,"BIR","A",20,9,30,"D",55
7331,"BIR","A",20,9,31,"D",55
7332,"BIR","A",20,9,32,"D",55
7333,"BIR","A",20,9,33,"D",55
7334,"BIR","A",20,9,34,"D",55
7335,"BIR","A",20,9,35,"D",55
7336,"BIR","A",20,9,36,"D",55
7337,"BIR","A",20,9,37,"D",55
7338,"BIR","A",20,9,38,"D",55
7339,"BIR","A",20,9,39,"D",55
7340,"BIR","A",20,9,40,"D",55
7341,"BIR","A",20,9,41,"D",55
7342,"BIR","A",20,9,42,"D",55
7343,"BIR","A",20,9,43,"D",55
7344,"BIR","A",20,9,44,"D",55
7345,"BIR","A",20,9,45,"D",55
7346,"BIR","A",20,9,46,"D",55
7347,"BIR","A",20,9,47,"D",55
7348,"BIR","A",20,9,48,"D",55
7349,"BIR","A",20,9,49,"D",55
7350,"BIR","A",20,9,50,"D",55
7351,"BIR","A",20,10,1,"H",52
7352,"BIR","A",20,10,2,"P",52
7353,"BIR","A",20,10,3,"P",52
7354,"BIR","A",20,10,4,"P",52
7355,"BIR","A",20,10,5,"P",52
7356,"BIR","A",20,10,6,"P",52
7357,"BIR","A",20,10,7,"D",52
7358,"BIR","A",20,10,8,"D",52
7359,"BIR","A",20,10,9,"D",52
7360,"BIR","A",20,10,10,"D",52
7361,"BIR","A",20,10,11,"D",52
7362,"BIR","A",20,10,12,"D",52
7363,"BIR","A",20,10,13,"D",52
7364,"BIR","A",20,10,14,"D",52
7365,"BIR","A",20,10,15,"D",52
7366,"BIR","A",20,10,16,"D",52
7367,"BIR","A",20,10,17,"D",52
7368,"BIR","A",20,10,18,"D",52
7369,"BIR","A",20,10,19,"D",52
7370,"BIR","A",20,10,20,"D",52
7371,"BIR","A",20,10,21,"D",52
7372,"BIR","A",20,10,22,"D",52
7373,"BIR","A",20,10,23,"D",52
7374,"BIR","A",20,10,24,"D",52
7375,"BIR","A",20,10,25,"D",52
7376,"BIR","A",20,10,26,"D",52
