Host,Parasitoid,Temp,Rep,Block,Individuals,HPD,Edate,Ptoid,Psex
RUB,M,24,5,2,36,D,,,
RUB,M,24,5,2,37,D,,,
RUB,M,24,5,2,38,D,,,
RUB,M,24,5,2,39,D,,,
RUB,M,24,5,2,40,D,,,
RUB,M,24,5,2,41,D,,,
RUB,M,24,5,2,42,D,,,
RUB,M,24,5,2,43,D,,,
RUB,M,24,5,2,44,D,,,
RUB,M,24,5,2,45,D,,,
RUB,M,24,5,2,46,D,,,
RUB,M,24,5,2,47,D,,,
RUB,M,24,5,2,48,D,,,
RUB,M,24,5,2,49,D,,,
RUB,M,24,5,2,50,D,,,
RUB,M,24,6,3,1,P,18,MA,MAM
RUB,M,24,6,3,2,P,18,MA,MAM
RUB,M,24,6,3,3,P,22,MA,MAF
RUB,M,24,6,3,4,P,22,ML,MLM
RUB,M,24,6,3,5,P,24,ML,MLF
RUB,M,24,6,3,6,P,24,ML,MLF
RUB,M,24,6,3,7,P,25,ML,MLF
RUB,M,24,6,3,8,P,25,ML,MLF
RUB,M,24,6,3,9,P,35,MG,MGM
RUB,M,24,6,3,10,D,,,
RUB,M,24,6,3,11,D,,,
RUB,M,24,6,3,12,D,,,
RUB,M,24,6,3,13,D,,,
RUB,M,24,6,3,14,D,,,
RUB,M,24,6,3,15,D,,,
RUB,M,24,6,3,16,D,,,
RUB,M,24,6,3,17,D,,,
RUB,M,24,6,3,18,D,,,
RUB,M,24,6,3,19,D,,,
RUB,M,24,6,3,20,D,,,
RUB,M,24,6,3,21,D,,,
RUB,M,24,6,3,22,D,,,
RUB,M,24,6,3,23,D,,,
RUB,M,24,6,3,24,D,,,
RUB,M,24,6,3,25,D,,,
RUB,M,24,6,3,26,D,,,
RUB,M,24,6,3,27,D,,,
RUB,M,24,6,3,28,D,,,
RUB,M,24,6,3,29,D,,,
RUB,M,24,6,3,30,D,,,
RUB,M,24,6,3,31,D,,,
RUB,M,24,6,3,32,D,,,
RUB,M,24,6,3,33,D,,,
RUB,M,24,6,3,34,D,,,
RUB,M,24,6,3,35,D,,,
RUB,M,24,6,3,36,D,,,
RUB,M,24,6,3,37,D,,,
RUB,M,24,6,3,38,D,,,
RUB,M,24,6,3,39,D,,,
RUB,M,24,6,3,40,D,,,
RUB,M,24,6,3,41,D,,,
RUB,M,24,6,3,42,D,,,
RUB,M,24,6,3,43,D,,,
RUB,M,24,6,3,44,D,,,
RUB,M,24,6,3,45,D,,,
RUB,M,24,6,3,46,D,,,
RUB,M,24,6,3,47,D,,,
RUB,M,24,6,3,48,D,,,
RUB,M,24,6,3,49,D,,,
RUB,M,24,6,3,50,D,,,
RUB,M,24,7,3,1,P,20,MA,MAF
RUB,M,24,7,3,2,P,21,MA,MAF
RUB,M,24,7,3,3,P,22,ML,MLM
RUB,M,24,7,3,4,P,23,ML,MLM
RUB,M,24,7,3,5,P,24,ML,MLM
RUB,M,24,7,3,6,P,24,ML,MLF
RUB,M,24,7,3,7,P,24,ML,MLF
RUB,M,24,7,3,8,P,25,ML,MLF
RUB,M,24,7,3,9,P,25,ML,MLF
RUB,M,24,7,3,10,P,25,ML,MLF
RUB,M,24,7,3,11,P,26,ML,MLF
RUB,M,24,7,3,12,P,26,ML,MLF
RUB,M,24,7,3,13,D,,,
RUB,M,24,7,3,14,D,,,
RUB,M,24,7,3,15,D,,,
RUB,M,24,7,3,16,D,,,
RUB,M,24,7,3,17,D,,,
RUB,M,24,7,3,18,D,,,
RUB,M,24,7,3,19,D,,,
RUB,M,24,7,3,20,D,,,
RUB,M,24,7,3,21,D,,,
RUB,M,24,7,3,22,D,,,
RUB,M,24,7,3,23,D,,,
RUB,M,24,7,3,24,D,,,
RUB,M,24,7,3,25,D,,,
RUB,M,24,7,3,26,D,,,
RUB,M,24,7,3,27,D,,,
RUB,M,24,7,3,28,D,,,
RUB,M,24,7,3,29,D,,,
RUB,M,24,7,3,30,D,,,
RUB,M,24,7,3,31,D,,,
RUB,M,24,7,3,32,D,,,
RUB,M,24,7,3,33,D,,,
RUB,M,24,7,3,34,D,,,
RUB,M,24,7,3,35,D,,,
RUB,M,24,7,3,36,D,,,
RUB,M,24,7,3,37,D,,,
RUB,M,24,7,3,38,D,,,
RUB,M,24,7,3,39,D,,,
RUB,M,24,7,3,40,D,,,
RUB,M,24,7,3,41,D,,,
RUB,M,24,7,3,42,D,,,
RUB,M,24,7,3,43,D,,,
RUB,M,24,7,3,44,D,,,
RUB,M,24,7,3,45,D,,,
RUB,M,24,7,3,46,D,,,
RUB,M,24,7,3,47,D,,,
RUB,M,24,7,3,48,D,,,
RUB,M,24,7,3,49,D,,,
RUB,M,24,7,3,50,D,,,
RUB,M,24,8,3,1,H,17,,
RUB,M,24,8,3,2,P,19,MA,MAM
RUB,M,24,8,3,3,P,20,MA,MAF
RUB,M,24,8,3,4,P,20,MA,MAF
RUB,M,24,8,3,5,P,22,MA,MAF
RUB,M,24,8,3,6,P,23,MA,MAF
RUB,M,24,8,3,7,P,23,ML,MLM
RUB,M,24,8,3,8,P,24,ML,MLM
RUB,M,24,8,3,9,P,24,ML,MLM
RUB,M,24,8,3,10,P,24,ML,MLM
RUB,M,24,8,3,11,P,24,ML,MLF
RUB,M,24,8,3,12,P,24,ML,MLF
RUB,M,24,8,3,13,P,24,ML,MLF
RUB,M,24,8,3,14,P,25,ML,MLF
RUB,M,24,8,3,15,P,27,ML,MLF
RUB,M,24,8,3,16,P,28,ML,MLF
RUB,M,24,8,3,17,D,,,
RUB,M,24,8,3,18,D,,,
RUB,M,24,8,3,19,D,,,
RUB,M,24,8,3,20,D,,,
RUB,M,24,8,3,21,D,,,
RUB,M,24,8,3,22,D,,,
RUB,M,24,8,3,23,D,,,
RUB,M,24,8,3,24,D,,,
RUB,M,24,8,3,25,D,,,
RUB,M,24,8,3,26,D,,,
RUB,M,24,8,3,27,D,,,
RUB,M,24,8,3,28,D,,,
RUB,M,24,8,3,29,D,,,
RUB,M,24,8,3,30,D,,,
RUB,M,24,8,3,31,D,,,
RUB,M,24,8,3,32,D,,,
RUB,M,24,8,3,33,D,,,
RUB,M,24,8,3,34,D,,,
RUB,M,24,8,3,35,D,,,
RUB,M,24,8,3,36,D,,,
RUB,M,24,8,3,37,D,,,
RUB,M,24,8,3,38,D,,,
RUB,M,24,8,3,39,D,,,
RUB,M,24,8,3,40,D,,,
RUB,M,24,8,3,41,D,,,
RUB,M,24,8,3,42,D,,,
RUB,M,24,8,3,43,D,,,
RUB,M,24,8,3,44,D,,,
RUB,M,24,8,3,45,D,,,
RUB,M,24,8,3,46,D,,,
RUB,M,24,8,3,47,D,,,
RUB,M,24,8,3,48,D,,,
RUB,M,24,8,3,49,D,,,
RUB,M,24,8,3,50,D,,,
RUB,M,24,9,4,1,H,16,,
RUB,M,24,9,4,2,P,22,ML,MLM
RUB,M,24,9,4,3,P,22,ML,MLM
RUB,M,24,9,4,4,P,23,ML,MLM
RUB,M,24,9,4,5,P,23,ML,MLM
RUB,M,24,9,4,6,P,23,ML,MLM
RUB,M,24,9,4,7,P,23,ML,MLM
RUB,M,24,9,4,8,P,24,ML,MLF
RUB,M,24,9,4,9,P,25,ML,MLF
RUB,M,24,9,4,10,P,25,ML,MLF
RUB,M,24,9,4,11,D,36,MG,MGF
RUB,M,24,9,4,12,D,,,
RUB,M,24,9,4,13,D,,,
RUB,M,24,9,4,14,D,,,
RUB,M,24,9,4,15,D,,,
RUB,M,24,9,4,16,D,,,
RUB,M,24,9,4,17,D,,,
RUB,M,24,9,4,18,D,,,
RUB,M,24,9,4,19,D,,,
RUB,M,24,9,4,20,D,,,
RUB,M,24,9,4,21,D,,,
RUB,M,24,9,4,22,D,,,
RUB,M,24,9,4,23,D,,,
RUB,M,24,9,4,24,D,,,
RUB,M,24,9,4,25,D,,,
RUB,M,24,9,4,26,D,,,
RUB,M,24,9,4,27,D,,,
RUB,M,24,9,4,28,D,,,
RUB,M,24,9,4,29,D,,,
RUB,M,24,9,4,30,D,,,
RUB,M,24,9,4,31,D,,,
RUB,M,24,9,4,32,D,,,
RUB,M,24,9,4,33,D,,,
RUB,M,24,9,4,34,D,,,
RUB,M,24,9,4,35,D,,,
RUB,M,24,9,4,36,D,,,
RUB,M,24,9,4,37,D,,,
RUB,M,24,9,4,38,D,,,
RUB,M,24,9,4,39,D,,,
RUB,M,24,9,4,40,D,,,
RUB,M,24,9,4,41,D,,,
RUB,M,24,9,4,42,D,,,
RUB,M,24,9,4,43,D,,,
RUB,M,24,9,4,44,D,,,
RUB,M,24,9,4,45,D,,,
RUB,M,24,9,4,46,D,,,
RUB,M,24,9,4,47,D,,,
RUB,M,24,9,4,48,D,,,
RUB,M,24,9,4,49,D,,,
RUB,M,24,9,4,50,D,,,
RUB,M,24,10,4,1,H,15,,
RUB,M,24,10,4,2,P,19,MA,MAM
RUB,M,24,10,4,3,P,20,MA,MAM
RUB,M,24,10,4,4,P,20,MA,MAF
RUB,M,24,10,4,5,P,22,MA,MAF
RUB,M,24,10,4,6,P,22,ML,MLM
RUB,M,24,10,4,7,P,22,ML,MLM
RUB,M,24,10,4,8,P,23,ML,MLM
RUB,M,24,10,4,9,P,23,ML,MLM
RUB,M,24,10,4,10,P,23,ML,MLM
RUB,M,24,10,4,11,P,23,ML,MLF
RUB,M,24,10,4,12,P,25,ML,MLF
RUB,M,24,10,4,13,P,25,ML,MLF
RUB,M,24,10,4,14,P,25,ML,MLF
RUB,M,24,10,4,15,D,,,
RUB,M,24,10,4,16,D,,,
RUB,M,24,10,4,17,D,,,
RUB,M,24,10,4,18,D,,,
RUB,M,24,10,4,19,D,,,
RUB,M,24,10,4,20,D,,,
RUB,M,24,10,4,21,D,,,
RUB,M,24,10,4,22,D,,,
RUB,M,24,10,4,23,D,,,
RUB,M,24,10,4,24,D,,,
RUB,M,24,10,4,25,D,,,
RUB,M,24,10,4,26,D,,,
RUB,M,24,10,4,27,D,,,
RUB,M,24,10,4,28,D,,,
RUB,M,24,10,4,29,D,,,
RUB,M,24,10,4,30,D,,,
RUB,M,24,10,4,31,D,,,
RUB,M,24,10,4,32,D,,,
RUB,M,24,10,4,33,D,,,
RUB,M,24,10,4,34,D,,,
RUB,M,24,10,4,35,D,,,
RUB,M,24,10,4,36,D,,,
RUB,M,24,10,4,37,D,,,
RUB,M,24,10,4,38,D,,,
RUB,M,24,10,4,39,D,,,
RUB,M,24,10,4,40,D,,,
RUB,M,24,10,4,41,D,,,
RUB,M,24,10,4,42,D,,,
RUB,M,24,10,4,43,D,,,
RUB,M,24,10,4,44,D,,,
RUB,M,24,10,4,45,D,,,
RUB,M,24,10,4,46,D,,,
RUB,M,24,10,4,47,D,,,
RUB,M,24,10,4,48,D,,,
RUB,M,24,10,4,49,D,,,
RUB,M,24,10,4,50,D,,,
RUB,M,28,1,2,1,H,13,,
RUB,M,28,1,2,2,D,,,
RUB,M,28,1,2,3,D,,,
RUB,M,28,1,2,4,D,,,
RUB,M,28,1,2,5,D,,,
RUB,M,28,1,2,6,D,,,
RUB,M,28,1,2,7,D,,,
RUB,M,28,1,2,8,D,,,
RUB,M,28,1,2,9,D,,,
RUB,M,28,1,2,10,D,,,
RUB,M,28,1,2,11,D,,,
RUB,M,28,1,2,12,D,,,
RUB,M,28,1,2,13,D,,,
RUB,M,28,1,2,14,D,,,
RUB,M,28,1,2,15,D,,,
RUB,M,28,1,2,16,D,,,
RUB,M,28,1,2,17,D,,,
RUB,M,28,1,2,18,D,,,
RUB,M,28,1,2,19,D,,,
RUB,M,28,1,2,20,D,,,
RUB,M,28,1,2,21,D,,,
RUB,M,28,1,2,22,D,,,
RUB,M,28,1,2,23,D,,,
RUB,M,28,1,2,24,D,,,
RUB,M,28,1,2,25,D,,,
RUB,M,28,1,2,26,D,,,
RUB,M,28,1,2,27,D,,,
RUB,M,28,1,2,28,D,,,
RUB,M,28,1,2,29,D,,,
RUB,M,28,1,2,30,D,,,
RUB,M,28,1,2,31,D,,,
RUB,M,28,1,2,32,D,,,
RUB,M,28,1,2,33,D,,,
RUB,M,28,1,2,34,D,,,
RUB,M,28,1,2,35,D,,,
RUB,M,28,1,2,36,D,,,
RUB,M,28,1,2,37,D,,,
RUB,M,28,1,2,38,D,,,
RUB,M,28,1,2,39,D,,,
RUB,M,28,1,2,40,D,,,
RUB,M,28,1,2,41,D,,,
RUB,M,28,1,2,42,D,,,
RUB,M,28,1,2,43,D,,,
RUB,M,28,1,2,44,D,,,
RUB,M,28,1,2,45,D,,,
RUB,M,28,1,2,46,D,,,
RUB,M,28,1,2,47,D,,,
RUB,M,28,1,2,48,D,,,
RUB,M,28,1,2,49,D,,,
RUB,M,28,1,2,50,D,,,
RUB,M,28,2,2,1,H,12,,
RUB,M,28,2,2,2,H,12,,
RUB,M,28,2,2,3,H,13,,
RUB,M,28,2,2,4,H,13,,
RUB,M,28,2,2,5,H,14,,
RUB,M,28,2,2,6,H,14,,
RUB,M,28,2,2,7,P,21,MA,MAM
RUB,M,28,2,2,8,P,21,MA,MAM
RUB,M,28,2,2,9,D,,,
RUB,M,28,2,2,10,D,,,
RUB,M,28,2,2,11,D,,,
RUB,M,28,2,2,12,D,,,
RUB,M,28,2,2,13,D,,,
RUB,M,28,2,2,14,D,,,
RUB,M,28,2,2,15,D,,,
RUB,M,28,2,2,16,D,,,
RUB,M,28,2,2,17,D,,,
RUB,M,28,2,2,18,D,,,
RUB,M,28,2,2,19,D,,,
RUB,M,28,2,2,20,D,,,
RUB,M,28,2,2,21,D,,,
RUB,M,28,2,2,22,D,,,
RUB,M,28,2,2,23,D,,,
RUB,M,28,2,2,24,D,,,
RUB,M,28,2,2,25,D,,,
RUB,M,28,2,2,26,D,,,
RUB,M,28,2,2,27,D,,,
RUB,M,28,2,2,28,D,,,
RUB,M,28,2,2,29,D,,,
RUB,M,28,2,2,30,D,,,
RUB,M,28,2,2,31,D,,,
RUB,M,28,2,2,32,D,,,
RUB,M,28,2,2,33,D,,,
RUB,M,28,2,2,34,D,,,
RUB,M,28,2,2,35,D,,,
RUB,M,28,2,2,36,D,,,
RUB,M,28,2,2,37,D,,,
RUB,M,28,2,2,38,D,,,
RUB,M,28,2,2,39,D,,,
RUB,M,28,2,2,40,D,,,
RUB,M,28,2,2,41,D,,,
RUB,M,28,2,2,42,D,,,
RUB,M,28,2,2,43,D,,,
RUB,M,28,2,2,44,D,,,
RUB,M,28,2,2,45,D,,,
RUB,M,28,2,2,46,D,,,
RUB,M,28,2,2,47,D,,,
RUB,M,28,2,2,48,D,,,
RUB,M,28,2,2,49,D,,,
RUB,M,28,2,2,50,D,,,
RUB,M,28,3,2,1,H,11,,
RUB,M,28,3,2,2,H,11,,
RUB,M,28,3,2,3,H,11,,
RUB,M,28,3,2,4,H,12,,
RUB,M,28,3,2,5,H,13,,
RUB,M,28,3,2,6,H,13,,
RUB,M,28,3,2,7,D,,,
RUB,M,28,3,2,8,D,,,
RUB,M,28,3,2,9,D,,,
RUB,M,28,3,2,10,D,,,
RUB,M,28,3,2,11,D,,,
RUB,M,28,3,2,12,D,,,
RUB,M,28,3,2,13,D,,,
RUB,M,28,3,2,14,D,,,
RUB,M,28,3,2,15,D,,,
RUB,M,28,3,2,16,D,,,
RUB,M,28,3,2,17,D,,,
RUB,M,28,3,2,18,D,,,
RUB,M,28,3,2,19,D,,,
RUB,M,28,3,2,20,D,,,
RUB,M,28,3,2,21,D,,,
RUB,M,28,3,2,22,D,,,
RUB,M,28,3,2,23,D,,,
RUB,M,28,3,2,24,D,,,
RUB,M,28,3,2,25,D,,,
RUB,M,28,3,2,26,D,,,
RUB,M,28,3,2,27,D,,,
RUB,M,28,3,2,28,D,,,
RUB,M,28,3,2,29,D,,,
RUB,M,28,3,2,30,D,,,
RUB,M,28,3,2,31,D,,,
RUB,M,28,3,2,32,D,,,
RUB,M,28,3,2,33,D,,,
RUB,M,28,3,2,34,D,,,
RUB,M,28,3,2,35,D,,,
RUB,M,28,3,2,36,D,,,
RUB,M,28,3,2,37,D,,,
RUB,M,28,3,2,38,D,,,
RUB,M,28,3,2,39,D,,,
RUB,M,28,3,2,40,D,,,
RUB,M,28,3,2,41,D,,,
RUB,M,28,3,2,42,D,,,
RUB,M,28,3,2,43,D,,,
RUB,M,28,3,2,44,D,,,
RUB,M,28,3,2,45,D,,,
RUB,M,28,3,2,46,D,,,
RUB,M,28,3,2,47,D,,,
RUB,M,28,3,2,48,D,,,
RUB,M,28,3,2,49,D,,,
RUB,M,28,3,2,50,D,,,
RUB,M,28,4,2,1,H,12,,
RUB,M,28,4,2,2,H,12,,
RUB,M,28,4,2,3,H,12,,
RUB,M,28,4,2,4,H,12,,
RUB,M,28,4,2,5,H,13,,
RUB,M,28,4,2,6,D,,,
RUB,M,28,4,2,7,D,,,
RUB,M,28,4,2,8,D,,,
RUB,M,28,4,2,9,D,,,
RUB,M,28,4,2,10,D,,,
RUB,M,28,4,2,11,D,,,
RUB,M,28,4,2,12,D,,,
RUB,M,28,4,2,13,D,,,
RUB,M,28,4,2,14,D,,,
RUB,M,28,4,2,15,D,,,
RUB,M,28,4,2,16,D,,,
RUB,M,28,4,2,17,D,,,
RUB,M,28,4,2,18,D,,,
RUB,M,28,4,2,19,D,,,
RUB,M,28,4,2,20,D,,,
RUB,M,28,4,2,21,D,,,
RUB,M,28,4,2,22,D,,,
RUB,M,28,4,2,23,D,,,
RUB,M,28,4,2,24,D,,,
RUB,M,28,4,2,25,D,,,
RUB,M,28,4,2,26,D,,,
RUB,M,28,4,2,27,D,,,
RUB,M,28,4,2,28,D,,,
RUB,M,28,4,2,29,D,,,
RUB,M,28,4,2,30,D,,,
RUB,M,28,4,2,31,D,,,
RUB,M,28,4,2,32,D,,,
RUB,M,28,4,2,33,D,,,
RUB,M,28,4,2,34,D,,,
RUB,M,28,4,2,35,D,,,
RUB,M,28,4,2,36,D,,,
RUB,M,28,4,2,37,D,,,
RUB,M,28,4,2,38,D,,,
RUB,M,28,4,2,39,D,,,
RUB,M,28,4,2,40,D,,,
RUB,M,28,4,2,41,D,,,
RUB,M,28,4,2,42,D,,,
RUB,M,28,4,2,43,D,,,
RUB,M,28,4,2,44,D,,,
RUB,M,28,4,2,45,D,,,
RUB,M,28,4,2,46,D,,,
RUB,M,28,4,2,47,D,,,
RUB,M,28,4,2,48,D,,,
RUB,M,28,4,2,49,D,,,
RUB,M,28,4,2,50,D,,,
RUB,M,28,5,2,1,H,12,,
RUB,M,28,5,2,2,H,12,,
RUB,M,28,5,2,3,H,12,,
RUB,M,28,5,2,4,H,12,,
RUB,M,28,5,2,5,H,13,,
RUB,M,28,5,2,6,H,14,,
RUB,M,28,5,2,7,P,16,MA,MAM
RUB,M,28,5,2,8,P,17,MA,MAM
RUB,M,28,5,2,9,D,,,
RUB,M,28,5,2,10,D,,,
RUB,M,28,5,2,11,D,,,
RUB,M,28,5,2,12,D,,,
RUB,M,28,5,2,13,D,,,
RUB,M,28,5,2,14,D,,,
RUB,M,28,5,2,15,D,,,
RUB,M,28,5,2,16,D,,,
RUB,M,28,5,2,17,D,,,
RUB,M,28,5,2,18,D,,,
RUB,M,28,5,2,19,D,,,
RUB,M,28,5,2,20,D,,,
RUB,M,28,5,2,21,D,,,
RUB,M,28,5,2,22,D,,,
RUB,M,28,5,2,23,D,,,
RUB,M,28,5,2,24,D,,,
RUB,M,28,5,2,25,D,,,
RUB,M,28,5,2,26,D,,,
RUB,M,28,5,2,27,D,,,
RUB,M,28,5,2,28,D,,,
RUB,M,28,5,2,29,D,,,
RUB,M,28,5,2,30,D,,,
RUB,M,28,5,2,31,D,,,
RUB,M,28,5,2,32,D,,,
RUB,M,28,5,2,33,D,,,
RUB,M,28,5,2,34,D,,,
RUB,M,28,5,2,35,D,,,
RUB,M,28,5,2,36,D,,,
RUB,M,28,5,2,37,D,,,
RUB,M,28,5,2,38,D,,,
RUB,M,28,5,2,39,D,,,
RUB,M,28,5,2,40,D,,,
RUB,M,28,5,2,41,D,,,
RUB,M,28,5,2,42,D,,,
RUB,M,28,5,2,43,D,,,
RUB,M,28,5,2,44,D,,,
RUB,M,28,5,2,45,D,,,
RUB,M,28,5,2,46,D,,,
RUB,M,28,5,2,47,D,,,
RUB,M,28,5,2,48,D,,,
RUB,M,28,5,2,49,D,,,
RUB,M,28,5,2,50,D,,,
RUB,M,28,6,3,1,D,,,
RUB,M,28,6,3,2,D,,,
RUB,M,28,6,3,3,D,,,
RUB,M,28,6,3,4,D,,,
RUB,M,28,6,3,5,D,,,
RUB,M,28,6,3,6,D,,,
RUB,M,28,6,3,7,D,,,
RUB,M,28,6,3,8,D,,,
RUB,M,28,6,3,9,D,,,
RUB,M,28,6,3,10,D,,,
RUB,M,28,6,3,11,D,,,
RUB,M,28,6,3,12,D,,,
RUB,M,28,6,3,13,D,,,
RUB,M,28,6,3,14,D,,,
RUB,M,28,6,3,15,D,,,
RUB,M,28,6,3,16,D,,,
RUB,M,28,6,3,17,D,,,
RUB,M,28,6,3,18,D,,,
RUB,M,28,6,3,19,D,,,
RUB,M,28,6,3,20,D,,,
RUB,M,28,6,3,21,D,,,
RUB,M,28,6,3,22,D,,,
RUB,M,28,6,3,23,D,,,
RUB,M,28,6,3,24,D,,,
RUB,M,28,6,3,25,D,,,
RUB,M,28,6,3,26,D,,,
RUB,M,28,6,3,27,D,,,
RUB,M,28,6,3,28,D,,,
RUB,M,28,6,3,29,D,,,
RUB,M,28,6,3,30,D,,,
RUB,M,28,6,3,31,D,,,
RUB,M,28,6,3,32,D,,,
RUB,M,28,6,3,33,D,,,
RUB,M,28,6,3,34,D,,,
RUB,M,28,6,3,35,D,,,
RUB,M,28,6,3,36,D,,,
RUB,M,28,6,3,37,D,,,
RUB,M,28,6,3,38,D,,,
RUB,M,28,6,3,39,D,,,
RUB,M,28,6,3,40,D,,,
RUB,M,28,6,3,41,D,,,
RUB,M,28,6,3,42,D,,,
RUB,M,28,6,3,43,D,,,
RUB,M,28,6,3,44,D,,,
RUB,M,28,6,3,45,D,,,
RUB,M,28,6,3,46,D,,,
RUB,M,28,6,3,47,D,,,
RUB,M,28,6,3,48,D,,,
RUB,M,28,6,3,49,D,,,
RUB,M,28,6,3,50,D,,,
RUB,M,28,7,3,1,H,11,,
RUB,M,28,7,3,2,H,13,,
RUB,M,28,7,3,3,D,,,
RUB,M,28,7,3,4,D,,,
RUB,M,28,7,3,5,D,,,
RUB,M,28,7,3,6,D,,,
RUB,M,28,7,3,7,D,,,
RUB,M,28,7,3,8,D,,,
RUB,M,28,7,3,9,D,,,
RUB,M,28,7,3,10,D,,,
RUB,M,28,7,3,11,D,,,
RUB,M,28,7,3,12,D,,,
RUB,M,28,7,3,13,D,,,
RUB,M,28,7,3,14,D,,,
RUB,M,28,7,3,15,D,,,
RUB,M,28,7,3,16,D,,,
RUB,M,28,7,3,17,D,,,
RUB,M,28,7,3,18,D,,,
RUB,M,28,7,3,19,D,,,
RUB,M,28,7,3,20,D,,,
RUB,M,28,7,3,21,D,,,
RUB,M,28,7,3,22,D,,,
RUB,M,28,7,3,23,D,,,
RUB,M,28,7,3,24,D,,,
RUB,M,28,7,3,25,D,,,
RUB,M,28,7,3,26,D,,,
RUB,M,28,7,3,27,D,,,
RUB,M,28,7,3,28,D,,,
RUB,M,28,7,3,29,D,,,
RUB,M,28,7,3,30,D,,,
RUB,M,28,7,3,31,D,,,
RUB,M,28,7,3,32,D,,,
RUB,M,28,7,3,33,D,,,
RUB,M,28,7,3,34,D,,,
RUB,M,28,7,3,35,D,,,
RUB,M,28,7,3,36,D,,,
RUB,M,28,7,3,37,D,,,
RUB,M,28,7,3,38,D,,,
RUB,M,28,7,3,39,D,,,
RUB,M,28,7,3,40,D,,,
RUB,M,28,7,3,41,D,,,
RUB,M,28,7,3,42,D,,,
RUB,M,28,7,3,43,D,,,
RUB,M,28,7,3,44,D,,,
RUB,M,28,7,3,45,D,,,
RUB,M,28,7,3,46,D,,,
RUB,M,28,7,3,47,D,,,
RUB,M,28,7,3,48,D,,,
RUB,M,28,7,3,49,D,,,
RUB,M,28,7,3,50,D,,,
RUB,M,28,8,3,1,H,12,,
RUB,M,28,8,3,2,H,12,,
RUB,M,28,8,3,3,H,12,,
RUB,M,28,8,3,4,H,12,,
RUB,M,28,8,3,5,H,12,,
RUB,M,28,8,3,6,H,12,,
RUB,M,28,8,3,7,H,14,,
RUB,M,28,8,3,8,H,14,,
RUB,M,28,8,3,9,H,14,,
RUB,M,28,8,3,10,P,23,MA,MAM
RUB,M,28,8,3,11,P,24,MA,MAF
RUB,M,28,8,3,12,P,26,MA,MAF
RUB,M,28,8,3,13,D,,,
RUB,M,28,8,3,14,D,,,
RUB,M,28,8,3,15,D,,,
RUB,M,28,8,3,16,D,,,
RUB,M,28,8,3,17,D,,,
RUB,M,28,8,3,18,D,,,
RUB,M,28,8,3,19,D,,,
RUB,M,28,8,3,20,D,,,
RUB,M,28,8,3,21,D,,,
RUB,M,28,8,3,22,D,,,
RUB,M,28,8,3,23,D,,,
RUB,M,28,8,3,24,D,,,
RUB,M,28,8,3,25,D,,,
RUB,M,28,8,3,26,D,,,
RUB,M,28,8,3,27,D,,,
RUB,M,28,8,3,28,D,,,
RUB,M,28,8,3,29,D,,,
RUB,M,28,8,3,30,D,,,
RUB,M,28,8,3,31,D,,,
RUB,M,28,8,3,32,D,,,
RUB,M,28,8,3,33,D,,,
RUB,M,28,8,3,34,D,,,
RUB,M,28,8,3,35,D,,,
RUB,M,28,8,3,36,D,,,
RUB,M,28,8,3,37,D,,,
RUB,M,28,8,3,38,D,,,
RUB,M,28,8,3,39,D,,,
RUB,M,28,8,3,40,D,,,
RUB,M,28,8,3,41,D,,,
RUB,M,28,8,3,42,D,,,
RUB,M,28,8,3,43,D,,,
RUB,M,28,8,3,44,D,,,
RUB,M,28,8,3,45,D,,,
RUB,M,28,8,3,46,D,,,
RUB,M,28,8,3,47,D,,,
RUB,M,28,8,3,48,D,,,
RUB,M,28,8,3,49,D,,,
RUB,M,28,8,3,50,D,,,
RUB,M,28,9,4,1,H,12,,
RUB,M,28,9,4,2,H,12,,
RUB,M,28,9,4,3,H,12,,
RUB,M,28,9,4,4,H,13,,
RUB,M,28,9,4,5,H,13,,
RUB,M,28,9,4,6,H,13,,
RUB,M,28,9,4,7,P,19,MA,MAM
RUB,M,28,9,4,8,P,20,MA,MAF
RUB,M,28,9,4,9,D,,,
RUB,M,28,9,4,10,D,,,
RUB,M,28,9,4,11,D,,,
RUB,M,28,9,4,12,D,,,
RUB,M,28,9,4,13,D,,,
RUB,M,28,9,4,14,D,,,
RUB,M,28,9,4,15,D,,,
RUB,M,28,9,4,16,D,,,
RUB,M,28,9,4,17,D,,,
RUB,M,28,9,4,18,D,,,
RUB,M,28,9,4,19,D,,,
RUB,M,28,9,4,20,D,,,
RUB,M,28,9,4,21,D,,,
RUB,M,28,9,4,22,D,,,
RUB,M,28,9,4,23,D,,,
RUB,M,28,9,4,24,D,,,
RUB,M,28,9,4,25,D,,,
RUB,M,28,9,4,26,D,,,
RUB,M,28,9,4,27,D,,,
RUB,M,28,9,4,28,D,,,
RUB,M,28,9,4,29,D,,,
RUB,M,28,9,4,30,D,,,
RUB,M,28,9,4,31,D,,,
RUB,M,28,9,4,32,D,,,
RUB,M,28,9,4,33,D,,,
RUB,M,28,9,4,34,D,,,
RUB,M,28,9,4,35,D,,,
RUB,M,28,9,4,36,D,,,
RUB,M,28,9,4,37,D,,,
RUB,M,28,9,4,38,D,,,
RUB,M,28,9,4,39,D,,,
RUB,M,28,9,4,40,D,,,
RUB,M,28,9,4,41,D,,,
RUB,M,28,9,4,42,D,,,
RUB,M,28,9,4,43,D,,,
RUB,M,28,9,4,44,D,,,
RUB,M,28,9,4,45,D,,,
